报告ID,死亡人数,受伤人数,经济损失_万元,原因分析文本,Severity_Level
泸州市合江县九支镇盘龙村 “2?20” 小型家具喷漆房火灾事故调查报告,0,0,8.8,直接原因：空气压缩机电源线因长期超负荷运行，接头处出现过热熔化，引燃地面油漆滴落物，进而蔓延至原料区油漆桶，引发火灾。间接原因及成因分析：作业管理混乱，经营者张伟未办理动火作业手续，喷漆房内使用非防爆电气设备；油漆原料未单独隔离存放，与电气设备未保持安全距离；未配备消防设施。基层监管缺失，村委会未将喷漆房纳入排查；镇市场监督管理所未查处其无照经营行为。安全意识不足，张伟未取得喷漆作业资格证，未接受消防安全培训，不清楚油漆易燃特性，初期灭火未优先隔离油漆原料，存在爆炸风险。,0
泸溪县合水镇合水社区“12·2” 火灾事故调查报告,3,0,16.2,直接原因为：李胜X住宅一层堂屋东侧火坑内余火引燃周围可燃物引发火灾。间接原因为：1、房屋结构不合理导致火灾迅速蔓延和人员伤亡，表现为防火分隔不到位、高温烟气聚集、火灾荷载大且燃烧产生大量有毒浓烟。2、群众消防安全意识薄弱导致自防自救能力差，受困人员（留守老人和儿童）缺乏自救逃生常识和基本消防器材。3、乡镇消防基础建设不到位导致火灾扑救能力不足，兼职消防队日常管理不规范、训练不经常。,1
洋河南镇三台子村三台子小学卫生室“5·17”火灾事故调查报告,1,0,0,直接原因系死者田某某使用煤炉时炉膛内炉灰掉落引燃周围可燃物引发此次火灾。间接原因包括：死者田某某精神不稳定，疏散逃生意识差；洋河南镇三台子村村委会消防安全职责落实不到位，未建立并落实对无人抚养、赡养或者监护的孤儿、老年人、残疾人和精神病人等重点人员的消防安全登记、救助制度；洋河南镇三台子村相关负责人及网格员每日防火巡查不到位，“网格化”管理工作制度没有很好落实、“小火亡人”措施等消防安全责任制度流于形式；教体局未及时摸排闲置学校的房屋使用情况；无同步规划建设消防水源，扑救初期阶段火灾能力差。,0
济宁市汶上县郭楼镇 “9?05” 乡镇秸秆颗粒燃料厂火灾事故调查报告,0,0,8.8,火灾直接原因为员工张强违规在车间内进行电焊作业，未清理周边易燃秸秆粉尘及原料，电焊火花引燃粉尘，且初期灭火不彻底导致火势复燃蔓延。灾害成因（间接原因）包括燃料厂违法违规运营（无营业执照及消防备案、擅自加工、使用非标电气设备、私拉线路、未建立设备维护制度、未禁止明火作业、易燃粉尘长期堆积、消防通道被占用），人员安全意识缺失（工人未接受消防安全培训、不清楚粉尘燃爆特性及电焊作业安全规范、未采取防火隔离措施），以及基层监管缺位（郭楼镇政府、县农业农村局、县应急管理局未有效履行监管职责）。,0
浙江嘉兴“4·21”较大电动自行车火灾事故调查报告,5,2,0,直接原因系嘉善县魏塘街道魏中村南桥新村333号村民自建房102房间北侧室外电动自行车停充电点处，一辆锂电池电动自行车发生锂电池热失控，喷射起火后蔓延所致。火灾蔓延扩大原因包括电动自行车停放密集、火灾荷载大；电动自行车与建筑门窗洞口邻近，防火分隔不到位；搭建雨篷蓄烟作用明显，烟气向内逸散迅速。造成人员伤亡的主要原因是燃烧产生大量高温有毒烟气以及人员逃生自救能力薄弱。间接原因主要有：房屋出租人袁志根消防安全意识淡薄，未履行出租人责任，违规私自搭建雨篷，未及时消除火灾隐患，且超面积建造房屋用于出租；嘉善县魏塘街道办事处和魏塘街道魏中村村委会未严格按照相关规定组织指导居住出租房整治验收工作，消防安全隐患排查和整治不彻底，对村民自建房审批管理和违章搭建管控督查不力，未组织开展逃生演练；魏塘派出所组织开展出租房消防安全检查、宣传教育不力，未将符合标准的出租房纳入列管单位监管，导致消防监管存在漏洞，且承租户消防安全意识和自救逃生技能不足。,1
海珠区“5.14”较大火灾事故调查报告,3,3,36.2,起火原因系海珠区江南中街天喜里12号第二层客厅西南角空调电源线插头与墙面固定插座接触不良打火引燃周边可燃物所致。间接原因包括：原业主崔某擅自变动建筑主体和承重结构，增加楼面及火灾荷载，未告知受让人；室内装修人员张某、张某某违规施工，选用不符合市场准入的电气产品，未按规范要求分路配电、设置接地保护和紧固线路导体连接，为电气故障埋下隐患；该居民楼属于违章建筑，增加了火灾荷载；江南中街道在施工备案和日常巡查监管中存在疏漏，未能及时发现和查处违法扩建行为；区房屋行政主管部门未组织业务培训，导致街道经办人员对登记检查工作程序不熟悉；社区微型消防站管理不到位，未落实24小时值班备战制度和日常训练，未能及时到场处置。,1
淮南市凤台县“2020?5?28”较大火灾事故调查报告,5,0,165.3,直接原因：该建筑物一层最东侧房间北部隔间（4 号房屋）插头故障引燃周围可燃物蔓延造成火灾。间接原因：1.事故建筑房主违规将原建筑进行扩建改造，改造时将原有室外疏散楼梯改为室内敞开式楼梯间，且未采用封闭楼梯间；建筑外窗设置户外广告牌，影响逃生和救援；店内消防安全措施不符合消防安全技术要求，事故场所人员违反有关规定在店内居住。2.地方政府及其有关部门消防安全监管不到位。凤台县公安局尚塘镇派出所履行日常消防安全监督检查职责不力。尚塘镇人民政府指导督促辖区村委会及有关部门开展辖区内的消防安全隐患排查治理和宣传教育工作不力。,1
深圳市龙岗区景华花园小区“01·15”火灾事故调查报告,5,12,720,直接原因：违规在室内为电动车充电导致爆燃。间接原因：物业未严格禁止电动车入户充电；消防设施老化，部分失效；居民缺乏逃生常识。,1
清流县“8·4”较大火灾事故调查报告,3,0,2,起火部位位于清流县嵩溪镇嵩溪村时州新村3号民房2层东面中间卧室床铺以西、靠南墙面积约1平方米区域内；起火点位于床铺东侧床头柜台面；起火原因可以排除雷击、放火、自燃、遗留火种、生活用火引发火灾的可能性，不能排除电气故障、小孩玩火引发火灾的可能性。间接原因：嵩溪村委会消防安全制度不健全，仅村委会书记一人担任消防安全网格管理员，未按要求划分消防安全网格化管理责任区，明确网格管理人员及其工作职责；在组织开展群众性自防自救工作方面还存有不足。清流县嵩溪镇政府在督促指导嵩溪村委会落实消防安全网格化管理、宣传消防安全教育、提升群众消防安全意识和自防自救方面还存在不足。清流县消防大队督促指导乡镇（街道）落实村（居）委员会在消防安全网格化管理、提升群众消防安全意识和自防自救方面还有不足。,1
清远市连南瑶族自治县三江镇“4.4”森林火灾调查报告,0,0,0,起火原因为扫墓失火导致发生森林火灾。火灾直接原因系黄某扫墓失火导致，间接原因系属地镇村森林防灭火工作责任落实不到位。,0
清远市连南瑶族自治县香坪镇“4.5”森林火灾调查报告,0,0,0,火灾直接原因系李某开荒烧杂失火导致，间接原因系属地镇村森林防灭火工作责任落实不到位、野外火源管控不到位、森林火灾安全隐患排查治理不到位以及森林防灭火法律法规宣传不到位。,0
清镇市四季贵州椿棠府一期12栋601号“10.3”林之胜住宅火灾事故调查报告,1,0,20.885,直接原因为清镇市四季贵州椿棠府一期12栋601号林之胜住宅客厅距沙发背景墙正西侧0.5米、距电视背景墙正东侧3.45米、距阳台正南侧4.05米处电线短路引燃沙发所致。间接原因及责任认定包括：滨湖街道办事处落实消防安全属地管理职责不力，对辖区火灾形势分析不全面，住宅小区检查力度不够，消防宣传教育不强；清州社区居委会消防安全责任不紧不实，群众性消防工作开展不到位，宣传教育流于形式；广东瑞祥保安服务有限公司未按照协议规定落实消防安全主体责任，消防控制室值班人员未经过专业培训且未持证上岗；贵州源安消防工程有限公司未按国家标准、行业标准开展消防技术服务活动，未对清镇市四季贵州椿棠府一期小区的气体灭火系统项目进行维保。,0
渭南市临渭区海兴城房屋“5·16”火灾事故调查报告,1,0,0,直接原因为手机充电使用过程中漏电故障导致内燃引燃可燃物蔓延成灾。火灾发展蔓延及人员死亡原因包括：设备存在隐患故障（起火手机曾维修，充电时会发烫，使用非原装充电器并多次更换充电器、充电线），自救逃生能力较弱（死者姚某系月子期，身体虚弱，有低血压，一人在主卧休息，同住的苏某某年老体弱，姚某儿子刚满月均无施救能力），安全意识不足（姚某存在违规用电行为，有在床上充电时使用手机的习惯，手机、插线板、充电器长期放置于床上不利于散热，非原装充电器降低手机电池质量），以及主卧可燃物较多（有衣柜、床头柜、床、梳妆台，床上有被褥、抱枕、衣物等，燃烧时产生大量有毒有害烟气）。姚某系生前左手触电后，在火灾现场因一氧化碳中毒并导致死亡。综合认定为居民缺失自救逃生能力，卧床使用手机充电期间机器故障导致起火造成的一起亡人火灾事故。,0
